Chr	StartPos	EndPos	MidPos	TotalSites	VariableSites	Dxy	Fst	Hexp1	Hexp2
groupI	0	74999	37500	591	2	0.00236886632825719	0.843468312108101	0.000812182741116751	0
groupI	75000	149999	112500	516	3	0.00223903465182535	0.565156368371196	0.000772771317829457	0.00107085358526424
groupI	150000	224999	187500	684	0	0	NA	0	0
groupI	225000	299999	262500	104	0	0	NA	0	0
groupI	300000	374999	337500	212	0	0	NA	0	0
groupI	375000	449999	412500	702	3	0.00356125356125356	0.799667868487631	0.000648148148148148	0.000712250712250712
groupI	450000	524999	487500	612	1	0.000222816399286987	0.127116383519992	0.000384864689677525	0
groupI	525000	599999	562500	674	4	0.00320943307824457	0.481458010550281	0.00268767929506728	0.000659413122321133
groupI	600000	674999	637500	352	5	0.0055680822436579	0.442315987393173	0.00384250107714524	0.00235088795674622
groupI	675000	749999	712500	598	5	0.00450167901100835	0.602909305653787	0.00235572290830932	0.00129499713047436
groupI	750000	824999	787500	293	1	0.00144394854292465	0.492885103465911	0.00166609447260537	0
groupI	825000	899999	862500	106	0	0	NA	0	0
groupI	900000	974999	937500	728	1	0.00131812631812632	0.957455970046191	6.10185269276179e-05	4.99329203032907e-05
groupI	975000	1049999	1012500	465	2	0.00312805474095797	0.689728937998343	0.000783988467272925	0.0010752688172043
groupI	1050000	1124999	1087500	293	0	0	NA	0	0
groupI	1125000	1199999	1162500	218	1	0.00182860310817819	0.0713439175226163	0.00121985310935475	0.00209222134128692
groupI	1200000	1274999	1237500	624	4	0.00273257725180802	0.623366820356068	0.00178220721859775	0.000445156695156696
groupI	1275000	1349999	1312500	477	6	0.0068166838011044	0.4405977644812	0.00596717496551792	0.00177973554728797
groupI	1350000	1424999	1387500	451	5	0.00442935327402593	0.204812267531565	0.00489420399674211	0.00209101405161443
groupI	1425000	1499999	1462500	346	3	0.00356162783908449	0.0719013041493151	0.00354572357737786	0.00287823054507237
groupI	1500000	1574999	1537500	228	2	0.00548052229338779	0.700358458796267	0.00336655129888213	0.000159434938512261
groupI	1575000	1649999	1612500	474	3	0.00135372714486639	0.224802695887079	0.00211292780121894	0
groupI	1650000	1724999	1687500	278	0	0	NA	0	0
groupI	1725000	1799999	1762500	467	1	0.000509839910268176	0.0789310830847959	0.000171008803235784	0.000721059301664991
groupI	1800000	1874999	1837500	238	2	0.00328131252501	0.434934552632311	0.00399855180167305	0
groupI	1875000	1949999	1912500	760	5	0.00219180605866894	0.249744578185594	0.00194111295378335	0.00134325582200076
groupI	1950000	2024999	1987500	554	11	0.0112055363409154	0.468130663776933	0.00586452397290927	0.00587443658812723
groupI	2025000	2099999	2062500	342	2	0.00508214981899192	0.896875911616616	0.00113047168185013	0
groupI	2100000	2174999	2137500	428	2	0.00244548286604361	0.743406776116994	0.000113901869158879	0.00106957424714434
groupI	2175000	2249999	2212500	108	0	0	NA	0	0
groupI	2250000	2324999	2287500	843	6	0.00409121418436888	0.705321889861676	0.00194431591863131	0.00054661921708185
groupI	2325000	2399999	2362500	458	3	0.00204137938533007	0.122538597554791	0.00250496636705885	0.000995860813101635
groupI	2400000	2474999	2437500	289	9	0.0214928948406457	0.69078287533278	0.00785125061205815	0.00582947444773117
groupI	2475000	2549999	2512500	286	3	0.00715413241729031	0.707976194274262	0.00197288805377448	0.00205761316872428
groupI	2550000	2624999	2587500	447	8	0.00818496632892802	0.360152578342028	0.00499917089952271	0.00524600703926722
groupI	2625000	2699999	2662500	764	7	0.00406448397483645	0.32281452666313	0.00310934757390093	0.00226888609681033
groupI	2700000	2774999	2737500	748	9	0.00620945935851732	0.613959755186659	0.00290255524780266	0.0018221100460854
groupI	2775000	2849999	2812500	0	0	NA	NA	NA	NA
