Chr	StartPos	EndPos	MidPos	TotalSites	VariableSites	Dxy	Fst	Hexp1	Hexp2
groupI	0	74999	37500	496	1	0.000265280135823429	0.0991575449420642	0	0.000460749709588062
groupI	75000	149999	112500	428	3	0.00327393798126705	0.512780762097364	0.000245182877581631	0.00244932073934515
groupI	150000	224999	187500	651	0	0	NA	0	0
groupI	225000	299999	262500	107	0	0	NA	0	0
groupI	300000	374999	337500	209	2	0.00142725097868638	0.0278818157124257	0.000892975810738966	0.00181953709607549
groupI	375000	449999	412500	579	2	0.0014344425988822	0.499148257598516	0	0.00106874645351791
groupI	450000	524999	487500	495	2	0.000955500955500955	0.238426817364557	0	0.00129638237746346
groupI	525000	599999	562500	635	0	0	NA	0	0
groupI	600000	674999	637500	326	4	0.00434694865999354	0.0917101288001469	0.00243311179277437	0.00509725031014734
groupI	675000	749999	712500	513	4	0.00503372581206485	0.656731786246346	0.000704857106241189	0.00233659306243943
groupI	750000	824999	787500	257	1	0.00027793218454697	0.00449101796407181	0	0.000516159771301518
groupI	825000	899999	862500	90	1	0.00841750841750842	0.701287263266182	0	0.00408121620242832
groupI	900000	974999	937500	660	8	0.00739055443002812	0.786868838764249	0	0.00248208162931664
groupI	975000	1049999	1012500	441	4	0.00353145283327883	0.300286240716777	0.00140027360806582	0.00340399558503896
groupI	1050000	1124999	1087500	153	0	0	NA	0	0
groupI	1125000	1199999	1162500	208	3	0.00767831996378907	0.657618886583745	0.00203577141195288	0.00291535482720682
groupI	1200000	1274999	1237500	585	4	0.00310730568625305	0.288013040588776	0.00232957264957265	0.00200952301349097
groupI	1275000	1349999	1312500	411	5	0.0031172534865324	0.273852105868162	0.00131199877933335	0.00274944438185261
groupI	1350000	1424999	1387500	334	2	0.00368493781667434	0.649030544798561	0	0.00267512312652801
groupI	1425000	1499999	1462500	204	5	0.0117568226120858	0.510588470960273	0.00196683611716292	0.00853328906799545
groupI	1500000	1574999	1537500	196	5	0.0160648363185957	0.829742194161229	0.00168296485260771	0.00347742347790476
groupI	1575000	1649999	1612500	383	4	0.010443864229765	1	0	0
groupI	1650000	1724999	1687500	245	1	0.000532386867790596	0.0943396226415094	0	0.000925890204853208
groupI	1725000	1799999	1762500	348	1	0.000478927203065135	0.0797385620915032	0	0.000798212005108558
groupI	1800000	1874999	1837500	198	4	0.00707735247208931	0.292528551591296	0.00245510662177329	0.00712456979769999
groupI	1875000	1949999	1912500	611	17	0.0178603196310363	0.800729986713544	0.00143629373259451	0.00469930251422055
groupI	1950000	2024999	1987500	497	11	0.0109506128038087	0.345300357328888	0.00790845013224245	0.00631575721589749
groupI	2025000	2099999	2062500	379	4	0.00642899851343123	0.723556447823213	0.00107726655321541	0.0023861098908137
groupI	2100000	2174999	2137500	259	3	0.00355278081279945	0.0916998046688362	0.00305090864531424	0.0032389579152494
groupI	2175000	2249999	2212500	90	2	0.00191885964912281	0.0437769545312555	0	0.00350390264312096
groupI	2250000	2324999	2287500	585	5	0.00230249103933315	0.0830845420830989	0.00113334341143865	0.00295786266625527
