"lg" "pos1" "pos2" "pi"
3 0 9999 0.0130607148222065
3 10000 19999 0.00738673583911679
3 20000 29999 0.0052296074122182
3 30000 39999 0.00210175040793787
3 40000 49999 0.00219291141922035
3 50000 59999 0.00220844340048074
3 60000 69999 0.00279235907232606
3 70000 79999 0.00263546328490886
3 80000 89999 0.00284150608194199
3 90000 99999 0.00402039246538849
3 100000 109999 0.00411387764100349
3 110000 119999 0.00524002087792833
3 120000 129999 0.00178077438179194
3 130000 139999 0.00235735857128963
3 140000 149999 0.00138807563043698
3 150000 159999 0.0012306572054109
3 160000 169999 0.00110949847889663
3 170000 179999 0.0019323844733972
3 180000 189999 0.00147090109364641
3 190000 199999 0.00244306200777196
3 200000 209999 0.0021894073650345
3 210000 219999 0.00275344978342946
3 220000 229999 0.00342786893471825
3 230000 239999 0.00227876843606024
3 240000 249999 0.00215012541747015
3 250000 259999 0.00220610085182542
3 260000 269999 0.00211126066346504
3 270000 279999 0.00215974270822609
3 280000 289999 0.00282498970079273
3 290000 299999 0.00434496764710904
3 300000 309999 0.00299009804307079
3 310000 319999 0.00320722716975536
3 320000 329999 0.001992135657323
3 330000 339999 0.00543453469067664
3 340000 349999 0.00349772317168254
3 350000 359999 0.00187435775738982
3 360000 369999 0.00334073279492025
3 370000 379999 0.00323901020928932
3 380000 389999 0.00291614316606792
3 390000 399999 0.00415789209456676
3 400000 409999 0.00235328045181805
3 410000 419999 0.00720658198012463
3 420000 429999 0.00433264298418047
3 430000 439999 0.00271712356748969
3 440000 449999 0.00288963700354323
3 450000 459999 0.00331984927289968
3 460000 469999 0.00346113774800478
3 470000 479999 0.00389761190195425
3 480000 489999 0.00402278264431426
3 490000 499999 0.0021561877812936
3 500000 509999 0.00257752505030594
3 510000 519999 0.00407946386147547
3 520000 529999 0.00259124662497436
3 530000 539999 0.00339709186193815
3 540000 549999 0.00457612145534943
3 550000 559999 0.00362641168484795
3 560000 569999 0.00249354820123593
3 570000 579999 0.00228769325966973
3 580000 589999 0.00290066131041551
3 590000 599999 0.00219625278166939
3 600000 609999 0.0015824918323014
3 610000 619999 0.00269811500019002
3 620000 629999 0.00271698864896562
3 630000 639999 0.00193033421868083
3 640000 649999 0.00184788802223486
3 650000 659999 0.00479037841551715
3 660000 669999 0.00365043710654925
3 670000 679999 0.00405263641095851
3 680000 689999 0.00176923644432195
3 690000 699999 0.00279303375431438
3 700000 709999 0.00364325751341837
3 710000 719999 0.00120705007332914
3 720000 729999 0.00252200094862065
3 730000 739999 0.00253505887002754
3 740000 749999 0.00320090447105208
3 750000 759999 0.00338660950616829
3 760000 769999 0.00474283083399106
3 770000 779999 0.00275139980983246
3 780000 789999 0.00266601998628088
3 790000 799999 0.00232641187645721
3 800000 809999 0.00175515815841794
3 810000 819999 0.002788841291891
3 820000 829999 0.00336590399643316
3 830000 839999 0.002133365631417
3 840000 849999 0.00399051180765047
3 850000 859999 0.00275594818320114
3 860000 869999 0.00302508782711266
3 870000 879999 0.00363027044784273
3 880000 889999 0.00363414263582956
3 890000 899999 0.00362703058281265
3 900000 909999 0.00340506961373655
3 910000 919999 0.00285500236768851
3 920000 929999 0.00113933338186375
3 930000 939999 0.0036755258047139
3 940000 949999 0.00293457063200953
3 950000 959999 0.00289971321555019
3 960000 969999 0.00208077294487841
3 970000 979999 0.00285879520141797
3 980000 989999 0.00177540713254999
3 990000 999999 0.0026030373772316
3 1000000 1009999 0.00254114636077637
3 1010000 1019999 0.00352646049679539
3 1020000 1029999 0.00121642641095726
3 1030000 1039999 0.00263673283521059
3 1040000 1049999 0.00182991473722343
3 1050000 1059999 0.00225223346510475
3 1060000 1069999 0.0028361684303351
3 1070000 1079999 0.00265868730060769
3 1080000 1089999 0.00429315808770317
3 1090000 1099999 0.00354924364652406
3 1100000 1109999 0.00383776756480425
3 1110000 1119999 0.00377564145612109
3 1120000 1129999 0.00265192918433842
3 1130000 1139999 0.00312481297674271
3 1140000 1149999 0.00385477360726222
3 1150000 1159999 0.00284762707209729
3 1160000 1169999 0.00233965215836019
3 1170000 1179999 0.00314485391085417
3 1180000 1189999 0.00342352532805628
3 1190000 1199999 0.00166471838853522
3 1200000 1209999 0.00353272215632713
3 1210000 1219999 0.0010922984785312
3 1220000 1229999 0.00109027417775474
3 1230000 1239999 0.00125606117425504
3 1240000 1249999 0.0013791904794525
3 1250000 1259999 0.00301343430039273
3 1260000 1269999 0.0041991700053332
3 1270000 1279999 0.00236132204617068
3 1280000 1289999 0.00287438544049221
3 1290000 1299999 0.00363808831420609
3 1300000 1309999 0.00441408960768715
3 1310000 1319999 0.0034570528174804
3 1320000 1329999 0.00503883017096586
3 1330000 1339999 0.00384854945207758
3 1340000 1349999 0.00317119818574086
3 1350000 1359999 0.00412899772986065
3 1360000 1369999 0.00401326554890336
3 1370000 1379999 0.00391821345580977
3 1380000 1389999 0.00394764060580387
3 1390000 1399999 0.00246226270663769
3 1400000 1409999 0.00186027184676843
3 1410000 1419999 0.00306348890433366
3 1420000 1429999 0.00373208776398624
3 1430000 1439999 0.00241384244894123
3 1440000 1449999 0.00546605333027342
3 1450000 1459999 0.00442338467347338
3 1460000 1469999 0.00408964996393933
3 1470000 1479999 0.00476040619923041
3 1480000 1489999 0.00358081372248478
3 1490000 1499999 0.00358015297440243
3 1500000 1509999 0.00395745054327433
3 1510000 1519999 0.00313847242568796
3 1520000 1529999 0.00410863225658362
3 1530000 1539999 0.0052426051673781
3 1540000 1549999 0.00400413961240228
3 1550000 1559999 0.00348778450273429
3 1560000 1569999 0.0036841976741548
3 1570000 1579999 0.00390409492755025
3 1580000 1589999 0.00286108577338672
3 1590000 1599999 0.00270955197572255
3 1600000 1609999 0.00456263058379618
3 1610000 1619999 0.00344672468929623
3 1620000 1629999 0.00344632631350904
3 1630000 1639999 0.00330717351990958
3 1640000 1649999 0.00263933317458921
3 1650000 1659999 0.00383331142384273
3 1660000 1669999 0.00417590679182562
3 1670000 1679999 0.00355955174988997
3 1680000 1689999 0.00384102765437976
3 1690000 1699999 0.00389155123869207
3 1700000 1709999 0.00398399660518145
3 1710000 1719999 0.00256350058854435
3 1720000 1729999 0.00349939667383663
3 1730000 1739999 0.00501744101097713
3 1740000 1749999 0.00464150608305579
3 1750000 1759999 0.00371719948316167
3 1760000 1769999 0.00401051671133483
3 1770000 1779999 0.00372943354475446
3 1780000 1789999 0.00468281252420553
